Date;День;месяц_;Номер недели;месяцномер;weekday;деньнедели;абсолютный номер недели;праздник;кодпр
15.08.2022 0:00;15;авг;34;8;2;Пн;202234;об;10
16.08.2022 0:00;16;авг;34;8;3;Вт;202234;об;10
17.08.2022 0:00;17;авг;34;8;4;Ср;202234;об;10
18.08.2022 0:00;18;авг;34;8;5;Чт;202234;об;10
19.08.2022 0:00;19;авг;34;8;6;Пт;202234;об;10
20.08.2022 0:00;20;авг;34;8;7;Сб;202234;об;10
21.08.2022 0:00;21;авг;35;8;1;Вс;202235;об;10
22.08.2022 0:00;22;авг;35;8;2;Пн;202235;об;10
23.08.2022 0:00;23;авг;35;8;3;Вт;202235;об;10
24.08.2022 0:00;24;авг;35;8;4;Ср;202235;об;10
25.08.2022 0:00;25;авг;35;8;5;Чт;202235;об;10
26.08.2022 0:00;26;авг;35;8;6;Пт;202235;об;10
27.08.2022 0:00;27;авг;35;8;7;Сб;202235;об;10
28.08.2022 0:00;28;авг;36;8;1;Вс;202236;об;10
29.08.2022 0:00;29;авг;36;8;2;Пн;202236;об;10
30.08.2022 0:00;30;авг;36;8;3;Вт;202236;об;10
31.08.2022 0:00;31;авг;36;8;4;Ср;202236;предпр;0
01.09.2022 0:00;1;сен;36;9;5;Чт;202236;праздник;1
02.09.2022 0:00;2;сен;36;9;6;Пт;202236;послепр;2
03.09.2022 0:00;3;сен;36;9;7;Сб;202236;об;10
04.09.2022 0:00;4;сен;37;9;1;Вс;202237;об;10
05.09.2022 0:00;5;сен;37;9;2;Пн;202237;об;10
06.09.2022 0:00;6;сен;37;9;3;Вт;202237;об;10
07.09.2022 0:00;7;сен;37;9;4;Ср;202237;об;10
08.09.2022 0:00;8;сен;37;9;5;Чт;202237;об;10
09.09.2022 0:00;9;сен;37;9;6;Пт;202237;об;10
10.09.2022 0:00;10;сен;37;9;7;Сб;202237;об;10
11.09.2022 0:00;11;сен;38;9;1;Вс;202238;об;10
12.09.2022 0:00;12;сен;38;9;2;Пн;202238;об;10
13.09.2022 0:00;13;сен;38;9;3;Вт;202238;об;10
14.09.2022 0:00;14;сен;38;9;4;Ср;202238;об;10
15.09.2022 0:00;15;сен;38;9;5;Чт;202238;об;10
16.09.2022 0:00;16;сен;38;9;6;Пт;202238;об;10
17.09.2022 0:00;17;сен;38;9;7;Сб;202238;об;10
18.09.2022 0:00;18;сен;39;9;1;Вс;202239;об;10
19.09.2022 0:00;19;сен;39;9;2;Пн;202239;об;10
20.09.2022 0:00;20;сен;39;9;3;Вт;202239;об;10
21.09.2022 0:00;21;сен;39;9;4;Ср;202239;об;10
22.09.2022 0:00;22;сен;39;9;5;Чт;202239;об;10
23.09.2022 0:00;23;сен;39;9;6;Пт;202239;об;10
24.09.2022 0:00;24;сен;39;9;7;Сб;202239;об;10
25.09.2022 0:00;25;сен;40;9;1;Вс;202240;об;10
26.09.2022 0:00;26;сен;40;9;2;Пн;202240;об;10
27.09.2022 0:00;27;сен;40;9;3;Вт;202240;об;10
28.09.2022 0:00;28;сен;40;9;4;Ср;202240;об;10
29.09.2022 0:00;29;сен;40;9;5;Чт;202240;об;10
30.09.2022 0:00;30;сен;40;9;6;Пт;202240;об;10
01.10.2022 0:00;1;окт;40;10;7;Сб;202240;об;10
02.10.2022 0:00;2;окт;41;10;1;Вс;202241;об;10
03.10.2022 0:00;3;окт;41;10;2;Пн;202241;об;10
04.10.2022 0:00;4;окт;41;10;3;Вт;202241;об;10
05.10.2022 0:00;5;окт;41;10;4;Ср;202241;об;10
06.10.2022 0:00;6;окт;41;10;5;Чт;202241;об;10
07.10.2022 0:00;7;окт;41;10;6;Пт;202241;об;10
08.10.2022 0:00;8;окт;41;10;7;Сб;202241;об;10
09.10.2022 0:00;9;окт;42;10;1;Вс;202242;об;10
10.10.2022 0:00;10;окт;42;10;2;Пн;202242;об;10
11.10.2022 0:00;11;окт;42;10;3;Вт;202242;об;10
12.10.2022 0:00;12;окт;42;10;4;Ср;202242;об;10
13.10.2022 0:00;13;окт;42;10;5;Чт;202242;об;10
14.10.2022 0:00;14;окт;42;10;6;Пт;202242;об;10
15.10.2022 0:00;15;окт;42;10;7;Сб;202242;об;10
16.10.2022 0:00;16;окт;43;10;1;Вс;202243;об;10
17.10.2022 0:00;17;окт;43;10;2;Пн;202243;об;10
18.10.2022 0:00;18;окт;43;10;3;Вт;202243;об;10
19.10.2022 0:00;19;окт;43;10;4;Ср;202243;об;10
20.10.2022 0:00;20;окт;43;10;5;Чт;202243;об;10
21.10.2022 0:00;21;окт;43;10;6;Пт;202243;об;10
22.10.2022 0:00;22;окт;43;10;7;Сб;202243;об;10
23.10.2022 0:00;23;окт;44;10;1;Вс;202244;об;10
24.10.2022 0:00;24;окт;44;10;2;Пн;202244;об;10
25.10.2022 0:00;25;окт;44;10;3;Вт;202244;об;10
26.10.2022 0:00;26;окт;44;10;4;Ср;202244;об;10
27.10.2022 0:00;27;окт;44;10;5;Чт;202244;об;10
28.10.2022 0:00;28;окт;44;10;6;Пт;202244;об;10
29.10.2022 0:00;29;окт;44;10;7;Сб;202244;об;10
30.10.2022 0:00;30;окт;45;10;1;Вс;202245;об;10
31.10.2022 0:00;31;окт;45;10;2;Пн;202245;об;10
01.11.2022 0:00;1;ноя;45;11;3;Вт;202245;об;10
02.11.2022 0:00;2;ноя;45;11;4;Ср;202245;об;10
03.11.2022 0:00;3;ноя;45;11;5;Чт;202245;об;10
04.11.2022 0:00;4;ноя;45;11;6;Пт;202245;об;10
05.11.2022 0:00;5;ноя;45;11;7;Сб;202245;об;10
06.11.2022 0:00;6;ноя;46;11;1;Вс;202246;об;10
07.11.2022 0:00;7;ноя;46;11;2;Пн;202246;об;10
08.11.2022 0:00;8;ноя;46;11;3;Вт;202246;об;10
09.11.2022 0:00;9;ноя;46;11;4;Ср;202246;об;10
10.11.2022 0:00;10;ноя;46;11;5;Чт;202246;об;10
11.11.2022 0:00;11;ноя;46;11;6;Пт;202246;об;10
12.11.2022 0:00;12;ноя;46;11;7;Сб;202246;об;10
13.11.2022 0:00;13;ноя;47;11;1;Вс;202247;об;10
14.11.2022 0:00;14;ноя;47;11;2;Пн;202247;об;10
15.11.2022 0:00;15;ноя;47;11;3;Вт;202247;об;10
16.11.2022 0:00;16;ноя;47;11;4;Ср;202247;об;10
17.11.2022 0:00;17;ноя;47;11;5;Чт;202247;об;10
18.11.2022 0:00;18;ноя;47;11;6;Пт;202247;об;10
19.11.2022 0:00;19;ноя;47;11;7;Сб;202247;об;10
20.11.2022 0:00;20;ноя;48;11;1;Вс;202248;об;10
21.11.2022 0:00;21;ноя;48;11;2;Пн;202248;об;10
22.11.2022 0:00;22;ноя;48;11;3;Вт;202248;об;10
23.11.2022 0:00;23;ноя;48;11;4;Ср;202248;об;10
24.11.2022 0:00;24;ноя;48;11;5;Чт;202248;об;10
25.11.2022 0:00;25;ноя;48;11;6;Пт;202248;об;10
26.11.2022 0:00;26;ноя;48;11;7;Сб;202248;об;10
27.11.2022 0:00;27;ноя;49;11;1;Вс;202249;об;10
28.11.2022 0:00;28;ноя;49;11;2;Пн;202249;об;10
29.11.2022 0:00;29;ноя;49;11;3;Вт;202249;об;10
30.11.2022 0:00;30;ноя;49;11;4;Ср;202249;об;10
01.12.2022 0:00;1;дек;49;12;5;Чт;202249;об;10
02.12.2022 0:00;2;дек;49;12;6;Пт;202249;об;10
03.12.2022 0:00;3;дек;49;12;7;Сб;202249;об;10
04.12.2022 0:00;4;дек;50;12;1;Вс;202250;об;10
05.12.2022 0:00;5;дек;50;12;2;Пн;202250;об;10
06.12.2022 0:00;6;дек;50;12;3;Вт;202250;об;10
07.12.2022 0:00;7;дек;50;12;4;Ср;202250;об;10
08.12.2022 0:00;8;дек;50;12;5;Чт;202250;об;10
09.12.2022 0:00;9;дек;50;12;6;Пт;202250;об;10
10.12.2022 0:00;10;дек;50;12;7;Сб;202250;об;10
11.12.2022 0:00;11;дек;51;12;1;Вс;202251;об;10
12.12.2022 0:00;12;дек;51;12;2;Пн;202251;об;10
13.12.2022 0:00;13;дек;51;12;3;Вт;202251;об;10
14.12.2022 0:00;14;дек;51;12;4;Ср;202251;об;10
15.12.2022 0:00;15;дек;51;12;5;Чт;202251;об;10
16.12.2022 0:00;16;дек;51;12;6;Пт;202251;об;10
17.12.2022 0:00;17;дек;51;12;7;Сб;202251;об;10
18.12.2022 0:00;18;дек;52;12;1;Вс;202252;об;10
19.12.2022 0:00;19;дек;52;12;2;Пн;202252;об;10
20.12.2022 0:00;20;дек;52;12;3;Вт;202252;об;10
21.12.2022 0:00;21;дек;52;12;4;Ср;202252;об;10
22.12.2022 0:00;22;дек;52;12;5;Чт;202252;об;10
23.12.2022 0:00;23;дек;52;12;6;Пт;202252;об;10
24.12.2022 0:00;24;дек;52;12;7;Сб;202252;об;10
25.12.2022 0:00;25;дек;53;12;1;Вс;202253;об;10
26.12.2022 0:00;26;дек;53;12;2;Пн;202253;об;10
27.12.2022 0:00;27;дек;53;12;3;Вт;202253;об;10
28.12.2022 0:00;28;дек;53;12;4;Ср;202253;об;10
29.12.2022 0:00;29;дек;53;12;5;Чт;202253;об;10
30.12.2022 0:00;30;дек;53;12;6;Пт;202253;об;10
31.12.2022 0:00;31;дек;53;12;7;Сб;202253;предпр;0
01.01.2023 0:00;1;янв;1;1;1;Вс;202301;праздник;1
02.01.2023 0:00;2;янв;1;1;2;Пн;202301;послепр;2
03.01.2023 0:00;3;янв;1;1;3;Вт;202301;об;10
04.01.2023 0:00;4;янв;1;1;4;Ср;202301;об;10
05.01.2023 0:00;5;янв;1;1;5;Чт;202301;об;10
06.01.2023 0:00;6;янв;1;1;6;Пт;202301;предпр;0
07.01.2023 0:00;7;янв;1;1;7;Сб;202301;праздник;1
08.01.2023 0:00;8;янв;2;1;1;Вс;202302;послепр;2
09.01.2023 0:00;9;янв;2;1;2;Пн;202302;об;10
10.01.2023 0:00;10;янв;2;1;3;Вт;202302;об;10
11.01.2023 0:00;11;янв;2;1;4;Ср;202302;об;10
12.01.2023 0:00;12;янв;2;1;5;Чт;202302;об;10
13.01.2023 0:00;13;янв;2;1;6;Пт;202302;об;10
14.01.2023 0:00;14;янв;2;1;7;Сб;202302;об;10
15.01.2023 0:00;15;янв;3;1;1;Вс;202303;об;10
